"Geneid","SRR1177960.","SRR1177967.","SRR1177968.","SRR1177971.","SRR1177984.","SRR1177985.","SRR1177986.","SRR1178023.","SRR1178049."
"NM_031350",504,513,962,612,351,371,322,402,510
"NM_001004218",617,573,603,491,373,428,329,585,584
"NM_001197092",0,0,0,0,0,0,0,0,0
"NM_001025640",455,435,518,509,466,468,484,555,540
"NM_012799",0,0,0,0,0,0,0,0,0
"NM_053698",336,634,183,974,1295,1358,937,219,622
"NM_001107514",1401,1086,810,1142,1226,1177,1221,1135,1431
"NM_001099647",328,279,254,216,555,520,510,271,391
"NM_001037789",143,301,182,271,125,124,158,110,94
"NM_001106265",3004,1517,1945,2172,1725,1857,1899,2243,2348
"NM_001106269",0,0,0,0,0,0,0,0,0
"NM_053783",871,813,644,882,3013,2315,2742,713,1098
"NM_001003404",0,6,0,4,8,12,4,0,0
"NM_001107521",2,0,0,0,2,0,0,0,2
"NM_001034147",473,551,513,583,228,230,320,465,626
"NM_001107522",0,0,0,0,0,0,0,0,0
"NM_001290110",71,70,73,88,215,172,182,82,131
"NM_001047852",1984,1848,1827,2002,1881,1993,2046,1971,2614
"NM_001191088",10266,6614,7804,11075,5770,6005,6443,8395,8504
"NM_001011934",1289,1780,1586,1579,990,903,1047,1284,1402
"NM_001172116",0,0,0,2,6,2,0,0,3
"NM_001277054",945,879,774,991,770,739,872,885,952
"NM_017134",22437,12821,16217,16468,23416,21501,19016,17897,28290
"NM_022266",208,168,66,279,3436,1671,2873,118,102
"NM_175599",0,0,0,0,0,0,0,0,0
"NM_175602",0,0,0,0,0,0,0,0,0
"NM_175601",0,0,0,0,0,0,0,0,0
"NM_175600",0,0,0,0,0,0,0,0,0
"NM_175588",0,0,0,0,0,0,0,0,0
"NM_175586",0,0,0,0,0,0,0,0,0
"NM_175585",0,0,0,0,0,0,0,0,0
"NM_175584",0,0,0,0,0,0,0,0,0
"NM_175583",0,0,0,0,0,0,0,0,0
"NM_001009650",0,0,0,0,0,0,0,0,0
"NM_175591",0,0,0,0,0,0,0,0,0
"NM_175590",0,0,0,0,0,0,0,0,0
"NM_175587",0,0,0,0,0,0,0,0,0
"NM_001009532",0,0,0,0,0,0,0,0,0
"NM_001009975",0,0,0,0,0,0,0,0,0
"NM_001025623",927,16177,24899,10827,463,352,409,1192,1375
"NM_134328",0,0,0,0,0,0,0,0,0
"NM_001109136",332,1397,1307,1626,302,419,328,331,496
"NM_001008512",0,0,0,0,0,0,0,0,0
"NM_031709",90,162,144,93,133,118,98,219,244
"NR_110684",1,6,24,24,9,10,22,28,48
"NM_001271317",2,0,0,0,2,0,0,2,0
"NM_001127201",275,369,218,246,275,230,268,219,329
"NM_001032397",78,59,51,73,132,41,78,81,77
"NM_001193568",8,1,6,5,13,12,10,1,13
"NM_019232",15,11,3,46,41,69,37,6,9
"NM_001193569",19,5,9,5,9,20,30,4,10
"NM_001108459",0,0,0,0,0,0,0,0,0
"NM_001106204",366,690,523,425,530,661,511,362,478
"NM_001108460",160,140,155,158,102,113,132,139,209
"NM_130417",10,6,12,18,12,6,10,14,2
"NM_001100825",59,25,65,58,34,38,41,44,26
"NM_001276433",0,0,0,0,0,0,0,0,0
"NM_001246319",6,2,2,16,74,104,98,18,6
"NM_001012060",473,545,464,462,486,335,422,504,661
"NM_001007734",201,1096,839,1031,271,257,450,203,215
"NM_001144859",0,0,0,0,6,2,0,0,0
"NM_198766",144,160,186,257,151,121,148,166,196
"NM_001109333",14,3,6,9,26,14,26,5,8
"NM_001107452",982,793,815,830,904,917,775,1074,1025
"NM_001024964",612,418,569,554,573,583,539,648,643
"NM_012654",0,0,0,5,0,0,0,0,0
"NM_001039342",0,0,0,0,1,0,0,0,0
"NM_001108461",73,60,147,160,41,36,33,70,103
"NM_001011930",9,13,7,23,84,48,79,12,14
"NM_001013144",1221,698,1050,966,1671,1584,1352,907,1247
"NM_053423",447,225,280,262,224,281,278,421,452
"NM_017163",0,0,0,2,0,0,0,0,0
"NM_001108240",5267,2938,3075,3325,3635,3311,3570,4625,4503
"NM_001100735",120,110,143,103,202,173,180,106,103
"NM_001025000",2630,431,978,1650,1553,1966,1567,2255,1977
"NM_001107460",219,308,142,130,258,211,242,174,274
"NM_001033653",6,2,1,3,5,1,4,2,0
"NM_001017447",428,252,301,419,376,341,373,333,423
"NM_053991",0,0,0,0,2,4,2,4,0
"NM_001106207",192,82,77,72,196,185,188,118,126
"NM_001106206",36,63,25,58,190,125,197,43,69
"NM_001025723",151,297,270,260,147,138,132,145,197
"NM_001304733",0,0,0,0,0,0,0,0,0
"NM_001304736",0,0,0,0,0,0,0,0,0
"NM_001304735",0,0,0,0,0,0,0,0,0
"NM_001304737",0,0,0,0,0,0,0,0,0
"NM_001304740",0,0,0,0,0,0,0,0,0
"NM_001304734",0,0,0,0,0,0,0,0,0
"NM_001304738",0,0,0,0,0,0,0,0,0
"NM_013071",0,0,0,0,0,0,0,0,0
"NM_001038599",0,0,0,0,0,0,0,0,0
"NM_001038597",0,0,0,0,0,0,0,0,0
"NM_001170799",4,0,1,2,2,16,6,0,0
"NM_001014172",216,138,190,201,186,196,195,203,230
"NM_001109394",0,4,6,2,0,2,0,8,12
"NM_001144860",604,358,466,450,282,377,308,475,392
"NM_183334",0,2,2,2,4,2,2,2,0
"NM_032071",1,0,0,2,0,0,0,0,0
"NM_001113372",0,0,0,0,0,0,0,0,0
"NM_001113371",7,3,0,5,4,2,5,2,3
"NM_001126088",492,522,598,638,344,444,378,484,504
"NM_001109137",315,307,300,337,302,319,356,299,380
"NM_001130939",337,303,354,293,428,446,412,401,441
"NM_031318",122,144,86,93,316,225,244,100,108
"NM_019357",164,317,139,224,903,657,652,136,178
"NM_001309449",23,51,8,38,267,178,222,19,22
"NM_017051",3288,5902,3733,4625,3914,3409,3114,2969,2799
"NM_001113544",12,15,13,10,13,6,9,4,14
"NM_001113543",0,0,0,0,0,0,0,0,0
"NM_001113542",444,414,361,337,393,274,379,377,365
"NM_001006995",243,2906,382,2063,196,272,485,264,273
"NM_012757",5,2,0,2,2,0,0,0,3
"NM_001106205",717,812,732,740,497,557,608,696,854
"NM_012670",1382,1750,1474,1318,1178,1316,1097,1621,1770
"NM_001025724",14,20,28,22,32,12,26,17,23
"NM_001002281",0,0,0,0,0,0,0,0,0
"NM_031584",0,2,0,4,2,0,2,0,0
"NM_012697",2880,1953,1471,2249,1373,1871,1407,2807,2882
"NM_053491",50438,49553,44665,74760,53555,69620,63572,47060,60552
"NM_001107456",536,453,607,679,514,742,533,486,540
"NR_132441",10,8,20,12,14,4,4,14,6
"NM_001106208",0,0,2,0,0,0,0,0,0
"NM_001044277",0,0,0,0,2,0,0,0,0
"NM_001106209",0,0,0,0,0,2,0,0,2
"NM_001161835",0,0,0,0,0,2,0,1,0
"NM_001108464",0,0,0,0,0,0,0,0,0
"NM_133561",2272,1662,1631,3010,2631,2982,2860,1716,1982
"NM_001013145",2,2,2,0,6,2,2,4,2
"NM_001106210",448,833,736,850,1739,1518,1550,439,530
"NM_001107461",0,0,0,0,0,0,0,0,2
"NM_001169136",0,0,0,0,0,0,0,0,0
"NM_001169132",29,6,6,19,90,77,57,23,31
"NM_001191619",0,0,0,0,0,0,0,0,0
"NM_001099463",0,0,0,0,0,0,0,0,0
"NM_001099464",0,0,0,0,0,0,0,0,0
"NM_001099465",0,0,0,0,0,0,0,0,0
"NM_001191559",0,2,3,2,5,0,1,0,2
"NM_001024747",1028,1125,1176,1306,836,711,748,1148,950
"NM_001103356",902,424,542,718,540,463,496,752,966
"NM_032063",79,143,79,187,177,173,127,95,74
"NM_001107466",893,678,945,1004,685,720,708,857,976
"NM_053590",2718,3910,3745,4183,2736,2606,2455,2552,2882
"NM_001108903",106,20,41,112,32,68,44,90,79
"NM_031638",284,442,430,394,376,336,297,274,347
"NM_001107465",414,564,334,345,475,587,542,470,669
"NM_001009687",401,414,454,342,315,357,384,325,456
"NR_031868",0,0,0,0,0,0,0,0,0
"NR_031857",0,0,0,0,2,0,0,0,0
"NR_031805",0,0,0,0,0,0,0,0,0
"NR_037379",0,0,0,0,0,0,0,0,0
"NM_172323",0,4,4,9,11,3,13,0,2
"NM_001106216",0,2,0,0,2,0,4,0,2
"NM_001099470",0,0,0,0,0,0,0,0,0
"NM_001167547",0,0,0,0,0,0,0,0,0
"NM_001167548",0,0,0,0,0,0,0,0,0
"NM_001167549",0,0,0,0,0,0,0,0,0
"NM_001167572",0,0,0,0,0,0,0,0,0
"NM_001107468",48,32,39,59,76,39,33,65,61
"NM_001014158",65,55,126,192,64,69,102,57,83
"NM_001111321",0,0,0,0,0,0,0,0,0
"NM_001168642",34,26,41,30,36,28,23,41,56
"NM_001099490",0,0,0,0,0,0,0,0,0
"NM_001099655",0,1,2,0,0,0,1,0,2
"NM_001099491",0,0,0,0,0,0,0,0,0
"NM_001099492",0,0,0,0,0,0,0,0,0
"NM_001013893",0,0,0,0,0,0,0,0,0
"NM_001099493",0,0,0,0,0,0,0,0,0
"NM_001099649",0,0,0,0,0,0,0,0,0
"NM_001099482",0,0,0,0,0,0,1,0,0
"NM_001099471",0,0,0,0,0,0,0,0,0
"NM_031713",10,36,4,25,61,34,65,8,23
"NM_001100123",6,29,10,10,28,18,25,0,4
"NR_132729",0,0,0,0,0,0,0,0,0
"NM_001313935",0,0,0,0,0,0,0,0,0
"NR_132728",0,0,0,0,0,0,0,0,0
"NM_001037357",28,95,51,85,316,290,70,55,57
"NM_001313948",0,0,0,0,0,0,0,0,0
"NM_001313924",0,0,0,0,0,0,0,0,0
"NM_031108",0,0,0,0,0,0,0,0,0
"NM_138870",88,262,284,189,119,114,101,120,134
"NM_001134978",0,0,0,0,0,0,0,0,0
"NM_001106218",179,181,275,224,89,87,66,161,217
"NM_001313940",0,0,0,0,0,0,0,0,0
"NM_001034104",9,10,28,34,32,24,25,6,4
"NM_001106219",383,461,460,373,440,399,383,391,354
"NM_001184973",38,96,353,102,73,73,112,12,29
"NM_001107471",348,508,511,546,490,377,486,436,482
"NR_037362",0,0,0,0,0,0,0,0,0
"NR_032758",0,0,0,0,0,0,0,0,0
"NM_080696",0,0,0,0,0,1,0,0,0
"NM_080694",0,1,0,0,0,0,0,0,0
"NM_001000538",0,0,0,0,0,0,0,0,0
"NM_183332",1560,1935,1686,1948,2035,1620,1995,1303,1355
"NM_080695",0,0,0,0,0,0,0,0,0
"NM_012628",33,43,13,40,42,17,22,18,37
"NR_032761",28,7,37,8,11,17,21,53,33
"NR_036047",0,0,0,0,0,0,0,0,0
"NR_036045",0,0,0,0,0,0,0,0,0
"NM_001169142",804,282,846,655,234,310,483,909,997
"NR_032760",23,7,23,2,9,8,20,43,18
"NR_037337",39,10,35,11,10,25,39,63,39
"NR_031939",39,11,22,20,19,11,25,46,19
"NR_031938",37,6,12,26,11,7,32,56,33
"NR_031937",46,20,64,26,25,29,50,76,53
"NM_001025639",36,1668,2614,419,7,10,3,68,73
"NM_173130",0,0,0,0,0,0,0,0,0
"NM_001099472",0,0,0,0,0,0,0,0,0
"NM_001191620",68,160,92,89,63,46,56,87,102
"NM_001025677",23,30,17,30,22,19,29,13,28
"NM_001308536",65,72,55,91,53,62,82,57,60
"NM_001107472",83,125,88,96,103,75,82,81,105
"NM_001304816",992,579,1091,742,437,344,626,918,1732
"NR_130955",0,0,0,0,0,0,0,0,0
"NR_106681",0,0,0,0,0,0,0,0,0
"NM_001000110",0,0,0,0,0,0,0,0,0
"NM_001000111",0,0,0,0,0,0,0,0,0
"NM_001000112",0,0,0,0,0,0,0,0,0
"NM_001000539",0,0,0,0,0,0,0,0,0
"NM_001000768",0,0,0,0,0,0,0,0,0
"NM_001000113",0,0,0,0,0,0,0,0,0
"NM_001109138",0,0,0,0,0,0,0,0,0
"NM_001008557",28,60,198,58,38,33,28,32,32
"NM_001134609",4,4,6,6,8,8,6,8,10
"NM_022633",0,0,0,0,0,0,0,0,0
"NM_001169143",289,258,333,328,248,218,224,268,240
"NM_001108904",304,290,414,385,320,237,270,210,301
"NM_001107474",0,0,0,0,2,0,0,0,2
"NM_001172164",0,0,0,0,0,0,0,0,0
"NM_001169149",0,0,0,0,0,0,0,0,0
"NM_001167551",0,0,0,0,0,0,0,0,0
"NM_001166675",44,94,60,76,52,46,66,80,48
"NM_057136",3014,1709,1898,2130,2250,2108,2161,2682,2799
"NM_001106222",0,0,0,0,0,0,0,0,0
"NM_001108905",189,201,261,209,136,113,103,161,156
"NM_001106223",286,361,352,320,261,258,235,337,394
"NM_001134544",135,125,149,131,146,121,146,130,127
"NM_001317059",22,17,25,12,45,20,18,16,34
"NM_001126276",25,6,19,16,47,35,33,20,10
"NM_001127539",0,0,0,0,4,0,0,0,0
"NM_001145175",8,8,19,8,12,1,13,10,4
"NM_001108466",6,12,22,20,30,17,10,16,6
"NM_001106224",531,400,535,515,752,621,761,413,634
"NM_001008367",591,612,768,583,483,509,350,644,656
"NM_001039085",4,5,6,4,32,4,10,0,6
"NM_133519",2,0,0,0,2,2,2,0,0
"NM_001145401",0,0,0,0,0,0,0,0,0
"NM_022697",2798,2301,2547,2180,1823,2003,1857,1862,2566
"NM_001127337",23,18,10,18,15,34,34,31,28
"NM_001107476",23,41,19,34,226,130,164,23,27
"NM_001107475",417,426,498,656,367,341,365,404,286
"NM_001109604",3056,1393,1534,2170,2531,3251,2565,2317,2117
"NM_001135849",3109,2635,2595,3098,3618,3155,3352,2697,2927
"NM_001191945",65,123,175,175,56,41,44,87,116
"NM_019350",17,4,2,10,14,6,8,4,4
"NM_001277262",0,0,0,0,0,0,0,0,0
"NM_001277261",0,0,0,0,0,0,0,0,0
"NM_001277260",0,0,0,0,0,0,0,0,0
"NM_134388",0,0,0,0,0,0,0,0,0
"NM_001191946",648,707,643,733,986,811,823,742,751
"NM_001108468",236,260,312,339,232,214,229,250,409
"NM_001108467",5,6,10,8,16,0,6,2,2
"NM_017144",7,4,6,14,10,4,8,6,16
"NM_057199",4,4,2,2,28,6,14,8,12
"NM_201992",1,4,2,2,4,0,0,2,2
"NM_001013894",13,389,65,144,1035,445,725,26,38
"NM_001037790",3394,3175,2964,3293,3280,2567,2875,3107,3591
"NM_001108469",80,28,14,31,64,58,53,52,83
"NM_001076793",127,89,97,145,385,288,291,97,144
"NM_001099467",0,0,0,0,0,0,0,0,0
"NM_173319",0,0,0,0,0,0,0,0,0
"NM_001107477",151,96,78,177,124,80,130,70,85
"NM_001277244",0,0,0,0,0,0,0,0,0
"NM_001277243",1074,270,237,188,206,198,192,270,340
"NM_001109334",1,2,0,4,0,4,7,0,6
"NM_001108471",1508,1333,1353,1164,1172,1113,1073,1188,1240
"NM_001107478",103,135,93,154,123,111,132,116,92
"NM_001108906",784,657,667,825,725,685,669,664,690
"NM_024143",8185,3484,3311,4457,6731,8163,10024,6929,12262
"NM_053916",2360,2874,2226,2188,2163,1960,2041,2286,2526
"NM_001099497",0,0,0,0,0,0,0,0,0
"NM_001099657",0,0,0,0,0,0,0,0,0
"NM_001099473",0,0,0,0,0,0,0,0,0
"NM_001099483",0,0,0,0,0,0,0,0,0
"NM_001166763",0,0,0,0,0,0,0,0,0
"NM_001167552",0,0,0,0,0,0,0,0,0
"NM_001024268",224,254,273,332,887,659,806,282,224
"NM_001145982",0,2,4,16,4,2,6,0,0
"NM_001108907",0,2,2,22,2,0,2,4,3
"NM_001170601",2402,2449,2533,2935,2474,2436,2356,2510,3014
"NM_131903",29120,769,387,863,2251,1945,3241,21185,53153
"NM_013027",1678,220,192,180,879,808,748,1040,1262
"NM_021855",0,0,0,0,0,0,0,0,0
"NM_001024897",128,85,76,189,507,323,406,75,78
"NM_001106226",304,277,314,429,555,295,394,283,356
"NM_001108472",17,12,13,16,89,46,59,13,11
"NM_078619",0,0,0,4,0,0,0,0,0
"NM_001107457",92,64,62,97,79,78,84,81,72
"NM_080585",2005,2261,2028,2526,1672,1662,1658,1815,2169
"NM_001012063",791,459,366,426,896,744,929,877,732
"NM_001106227",327,258,246,276,288,274,283,247,275
"NM_001107479",6,5,4,2,6,8,8,7,5
"NM_053919",0,0,0,0,0,0,0,0,0
"NM_001161809",0,0,0,0,0,0,0,0,0
"NM_175758",55,183,25,169,238,196,247,54,69
"NM_001013895",164,118,138,239,205,148,197,149,194
"NM_001107480",1,0,0,0,1,0,1,1,0
"NM_001025678",191,254,218,196,344,206,291,277,253
"NM_001107481",0,0,0,4,0,2,2,0,0
"NM_001108473",0,0,0,0,0,0,0,0,0
"NM_012518",911,524,644,833,838,690,741,893,787
"NM_139185",4,1,2,5,19,10,10,3,6
"NM_001191947",6,6,8,18,52,24,56,4,4
"NM_001077644",15,23,11,31,32,32,25,20,14
"NM_012525",0,0,0,0,0,0,0,0,0
"NM_022528",2,2,1,0,6,2,3,2,0
"NM_031729",892,744,842,830,745,709,737,832,884
"NM_001009533",8,9,8,4,36,16,30,2,4
"NM_012702",0,0,0,0,0,0,0,0,0
"NM_001025679",0,0,0,0,0,0,0,0,0
"NM_001025641",0,0,0,0,0,0,0,0,0
"NM_001025404",0,0,0,0,0,0,0,0,0
"NM_001108474",0,0,0,0,0,0,0,0,0
"NM_001011931",0,0,0,0,0,0,2,4,2
"NM_019126",0,0,0,0,0,0,0,0,0
"NM_001017468",4,2,10,8,10,16,10,3,6
"NM_001270654",0,0,0,0,0,0,0,0,0
"NM_001329892",0,0,0,0,0,0,0,0,0
"NM_053373",0,4,2,4,28,24,28,2,4
"NM_001107483",424,452,642,554,395,366,452,418,512
"NM_001108908",0,0,0,0,0,0,0,0,0
"NM_017077",598,1628,1635,1057,1508,2103,1416,529,1039
"NM_001109139",2,0,2,4,19,16,11,4,2
"NM_001106230",294,246,238,398,443,426,411,331,331
"NM_001109399",465,619,516,487,504,466,486,500,549
"NM_001025642",183,154,162,174,233,138,160,171,212
"NM_001024748",0,0,2,0,0,1,0,0,0
"NM_012714",0,2,0,0,6,4,3,2,7
"NM_001108475",538,724,366,541,1471,1222,1386,536,569
"NM_001107486",442,526,490,548,408,364,340,394,560
"NR_031777",0,0,0,0,0,0,0,0,0
"NM_001025680",40,56,42,53,86,108,77,45,54
"NM_138921",471,477,540,533,484,382,422,363,362
"NM_012530",0,0,2,4,2,0,0,2,0
"NM_001106228",141,163,198,155,135,145,128,160,170
"NM_001109416",178,183,155,68,142,126,145,176,194
"NM_201562",0,4,2,2,14,6,6,2,6
"NM_001256509",14,120,2,356,53,40,20,46,93
"NM_138520",13,10,21,8,12,18,4,10,12
"NM_001107482",743,617,756,820,628,648,656,795,797
"NM_001109410",929,530,897,835,458,431,482,775,897
"NM_001191071",336,282,386,393,416,378,345,335,350
"NR_031787",2,2,1,1,2,3,2,0,6
"NM_138828",0,0,0,0,0,0,0,0,0
"NM_212520",773,1008,1089,705,685,626,611,847,1019
"NM_001109996",52,2,6,6,3,0,4,0,1
"NM_012824",38,11,20,29,9,7,94,17,21
"NM_001106232",3814,3521,3809,3415,2975,2921,3079,3412,3597
"NM_001109419",2737,3194,3593,4476,2108,2826,2477,2516,2487
"NM_001085352",10241,3226,4238,5728,4515,6993,5333,9244,10280
"NM_001270684",104,35,29,63,45,47,41,80,133
"NM_001270683",25,3,8,10,12,10,3,7,14
"NM_001270682",28,6,6,8,9,4,11,12,20
"NM_001270681",13,3,4,1,2,3,2,4,3
"NM_031752",245,112,149,200,651,492,479,126,125
"NM_001034920",10,8,14,12,42,28,20,0,4
"NM_001109422",139,1373,108,987,1468,1169,720,104,106
"NM_001170324",32,4,4,15,46,47,72,20,29
"NM_001198970",1,0,0,0,0,0,0,2,0
"NM_017076",145,792,79,119,347,419,283,182,462
"NM_144757",0,0,0,0,0,0,0,0,0
"NM_001107487",27,20,32,46,28,16,15,20,12
"NM_133323",133,146,146,156,136,92,95,105,115
"NM_001271280",9,0,0,0,0,0,0,0,0
"NM_001037212",77,52,68,71,106,79,71,72,118
"NM_001017512",296,402,396,229,381,259,267,371,461
"NM_001106233",0,0,0,0,2,0,0,0,0
"NM_001014016",0,0,0,2,6,0,0,2,2
"NM_001270701",0,0,0,0,0,0,0,0,0
"NM_023021",0,0,0,0,0,0,0,0,0
"NM_001014243",218,238,231,172,241,186,244,161,209
"NM_001192010",0,0,0,0,0,0,0,0,0
"NM_001270703",0,0,0,0,0,0,0,0,0
"NM_001270702",0,0,0,0,0,0,0,0,0
"NM_017350",0,0,0,0,0,0,0,0,0
"NM_001047107",27,4,10,25,58,34,14,50,38
"NM_134352",0,0,0,0,0,0,0,0,0
"NM_001317106",0,3,3,4,3,0,0,0,2
"NM_001108476",34,37,61,54,14,13,19,25,22
"NM_001107489",2,0,6,2,4,10,6,0,0
"NM_001107488",0,0,0,0,8,4,8,0,0
"NM_001191622",412,58,47,50,158,274,348,156,153
"NM_001106234",939,798,881,1163,787,1036,1085,350,408
"NM_053435",1015,306,462,689,608,572,617,876,842
"NM_021759",12,4,2,4,14,12,18,6,2
"NM_139037",0,0,0,0,0,0,0,0,0
"NM_001191948",1,0,0,0,4,10,4,0,0
"NM_001170329",0,0,0,0,0,0,0,0,0
"NM_001177686",0,0,0,0,0,0,0,0,0
"NM_173339",60,20,14,12,67,94,44,27,36
"NR_045097",0,0,0,2,6,4,2,0,2
"NM_001037346",85,138,111,82,132,93,113,130,128
"NM_001110295",0,0,0,0,2,0,0,0,2
"NM_001109140",2,5,0,0,6,6,12,0,0
"NM_012506",6,101,13,32,112,49,128,6,6
"NM_031774",1812,1108,1161,1155,998,917,878,1923,2170
"NM_001271204",7,31,12,38,56,27,34,15,12
"NM_001024258",331,441,362,304,331,318,347,331,513
"NM_001173428",0,0,0,0,0,0,0,0,0
"NM_001170335",874,724,674,620,1201,1247,1123,783,1152
"NM_017344",656,740,873,787,772,627,705,843,849
"NM_053654",90,36,16,30,91,51,90,66,88
"NM_001108909",0,0,0,0,0,0,0,0,0
"NM_001107491",1,2,3,0,1,2,2,3,1
"NM_012859",209,510,847,277,147,136,110,245,270
"NM_001109453",0,0,0,2,0,0,0,0,0
"NM_031755",0,0,0,0,0,0,0,0,0
"NM_001033860",0,0,0,0,0,0,0,0,0
"NM_001033862",0,0,0,0,0,0,0,0,0
"NM_001033861",0,0,0,0,0,0,0,0,0
"NM_001107492",2,0,4,4,6,2,6,8,2
"NM_012782",5271,4872,5790,6950,2374,2682,2437,4629,4195
"NM_001009705",605,626,624,615,488,493,489,598,606
"NM_001107494",48,41,59,43,64,56,33,39,43
"NM_001106235",621,464,522,554,563,400,497,605,610
"NM_031794",1,1,0,0,0,1,0,1,0
"NM_001108477",2426,2023,1995,2386,2546,2280,2616,2271,2475
"NM_021578",200,269,131,252,706,499,577,213,197
"NM_001013147",0,0,0,0,0,0,0,0,0
"NM_001107495",21,20,20,26,38,28,45,34,16
"NM_001134844",17644,3610,4558,1054,37,61,80,31711,17754
"NM_001198676",12573,8322,9705,13242,277,517,511,20965,3652
"NM_198733",3,0,7,0,1,2,0,1,0
"NM_001135668",1,4,3,4,1,0,0,24,5
"NM_012692",6383,8033,8103,10999,4979,6715,6960,3456,10495
"NM_012542",1,2,6,0,0,0,0,0,0
"NM_001170586",801,839,918,1050,783,728,838,837,1105
"NM_030852",2,0,6,8,4,2,1,6,2
"NM_019303",1802,215,285,692,442,613,530,1592,1979
"NM_178094",275,345,196,168,302,236,240,290,333
"NM_134369",918,235,296,420,411,466,454,516,816
"NM_017355",251,145,161,180,349,306,302,263,330
"NM_001004083",2190,1446,1465,1870,1355,1272,1300,1872,1953
"NM_001008303",163,269,164,169,282,232,323,185,147
"NM_001346308",364,243,396,383,322,225,303,316,293
"NM_001271080",187,182,112,212,221,237,218,221,204
"NM_001033888",6,10,7,24,78,31,38,0,2
"NM_001170336",1818,241,348,881,1366,1198,1241,1826,876
"NM_001106236",2215,3373,3487,3124,1518,1244,1475,1937,1686
"NM_001017513",57,87,108,93,78,40,78,41,76
"NM_001007735",153,566,134,133,418,225,254,86,338
"NM_001024776",9,6,15,14,29,12,15,10,14
"NM_001109664",164,205,203,180,168,173,179,214,230
"NM_023976",59,54,39,54,76,81,82,63,84
"NM_001012167",568,646,509,532,1366,1182,1130,456,551
"NM_001191621",96,130,132,102,123,92,110,129,137
"NM_001108478",0,0,0,0,0,0,0,0,0
"NM_001164657",2,6,8,10,12,4,2,4,6
"NM_057122",1572,2532,2040,2199,1675,1665,1450,1798,1830
"NM_001329142",20,16,52,68,37,32,44,28,30
"NM_001107496",353,244,286,458,179,185,246,298,184
"NM_001025643",657,1011,714,631,734,633,672,755,922
"NM_001134972",296,148,114,156,412,338,452,186,171
"NM_001169146",7606,6376,6155,5279,5689,4460,5514,8158,8608
"NM_133290",1475,1703,715,1723,2912,2670,2487,1632,2365
"NM_001166396",0,0,0,0,0,0,0,0,0
"NM_053666",0,0,0,0,0,0,0,0,0
"NR_146924",0,0,0,0,0,0,0,0,0
"NM_001107497",2631,2430,2340,2520,2166,1850,2018,2739,2923
"NR_146923",0,0,0,0,0,0,0,0,0
"NM_001024898",859,618,582,862,1054,956,972,842,888
"NM_001108910",0,0,0,0,0,0,0,0,0
"NM_001106237",339,358,371,333,323,288,266,323,420
"NM_001127694",22,5,12,12,2,9,11,0,10
"NM_181091",173,204,105,150,603,428,419,202,240
"NM_001107498",663,746,524,526,666,539,558,674,771
"NM_139086",0,0,0,0,0,0,0,0,0
"NM_001134506",0,0,0,0,0,0,0,0,0
"NM_001106238",385,332,311,316,411,345,384,325,369
"NM_030867",311,593,612,431,288,300,258,305,453
"NM_001106240",213,217,367,264,235,184,238,237,251
"NM_001106239",791,676,682,766,521,475,463,602,692
"NM_001013064",33,2,2,0,3,0,4,24,8
"NM_001110491",66,33,27,22,153,115,105,78,89
"NM_022594",4210,47135,64610,36233,2176,2084,2023,6112,8921
"NM_001110808",17,5,8,11,23,18,20,11,14
"NM_032619",0,0,0,0,0,0,0,0,0
"NM_001134760",21,7,7,6,5,3,7,7,12
"NM_022582",0,0,0,0,0,2,0,0,0
"NM_001106241",53,48,96,35,81,51,54,49,10
"NM_012975",2,4,10,2,6,6,2,0,8
"NM_001106242",668,571,604,527,541,430,438,586,669
"NM_001106243",83,95,57,106,515,266,317,79,64
"NM_001100831",2884,5330,3906,4388,2509,2466,2414,3146,2902
"NM_001173344",12,29,6,19,70,44,52,10,38
"NM_001309827",0,2,0,0,0,0,1,1,0
"NM_053806",59,34,34,51,258,120,161,43,44
"NM_001014810",2,1,2,1,0,0,2,3,2
"NM_001170340",102,464,454,647,167,148,128,159,140
"NM_198734",9,4,6,3,2,1,4,5,10
"NR_037147",0,0,0,0,0,0,0,0,0
"NM_001013065",1,6,0,2,0,2,0,2,0
"NM_001198584",0,0,0,0,0,0,0,0,0
"NM_001105729",2,0,8,0,17,12,20,0,0
"NM_130403",199,75,58,138,238,243,198,167,136
"NM_001013066",95,92,71,111,157,65,127,134,139
"NM_001107500",281,296,280,282,330,275,310,220,308
"NM_001271339",33,44,64,68,84,60,78,58,44
"NM_001134726",104,93,84,116,54,49,72,122,127
"NM_017364",846,812,580,949,857,767,812,772,947
"NM_001177687",324,536,478,438,438,416,384,352,552
"NM_001107502",12,14,8,20,36,39,52,19,32
"NM_001107501",19,28,32,42,52,45,18,42,48
"NM_001127450",184,136,163,163,150,98,141,132,128
"NM_001009283",113,28,26,44,113,130,110,187,320
"NM_001271398",0,0,0,0,0,0,0,0,0
"NM_001005900",11,11,7,8,53,40,27,26,7
"NM_022628",10,0,12,0,0,4,12,10,6
"NM_212525",261,449,182,251,1458,1058,1114,212,247
"NM_001100802",139,68,170,79,243,132,231,66,90
"NM_001289820",7,6,2,6,8,12,7,16,16
"NM_001040180",673,475,441,496,660,650,570,635,740
"NM_017118",1615,1579,1232,1899,1987,1746,1570,1318,1354
"NM_001038588",2861,2441,3246,3657,1727,2330,2204,2007,3418
