"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"NM_001013083",96.7856554383019,3.31116985957169,0.311201195442662,1.47098558545688e-27,1.85445631049322e-25
"NM_172320",40712.1520939239,-1.38754521284385,0.13025877529143,1.67198429942651e-27,2.08390043137613e-25
"NM_080581",2785.02217297529,3.70990168747732,0.351018938960973,2.55325400682139e-27,3.14652696031652e-25
"NM_001109263",171.63421217097,3.21144201106852,0.304983760492154,2.93282600489572e-27,3.57413729129958e-25
"NM_134330",6146.01308557207,1.34450231481373,0.127205065252662,5.07056189797161e-27,6.11142009856622e-25
"NM_001037181",1198.73201328769,1.57605621746977,0.149377458124789,5.30444227051793e-27,6.32381769815659e-25
"NM_001007634",1026.0344957716,1.20323763355259,0.114049253526519,7.37955505935175e-27,8.70311396677097e-25
"NM_144755",840.140808815381,2.79798538124917,0.268612365045013,1.37258310875336e-26,1.60154165285179e-24
"NM_001107583",3843.5042948337,-1.87902548815109,0.180094414799107,1.40213114816811e-26,1.61879730874819e-24
"NM_019140",9266.37878706167,1.37296568551695,0.131196903356836,1.50728010241759e-26,1.72206751701209e-24
"NM_145879",105.637344068899,3.96780045052261,0.382263709594746,2.22319157113179e-26,2.51381084043026e-24
"NM_134383",432.520134022854,-2.21342972060113,0.214248428841443,3.64397879123764e-26,4.07828156962188e-24
"NM_012582",208461.406801458,-1.82183050152873,0.175234571319915,4.79636371239444e-26,5.31378961591336e-24
"NM_181362",199.143517688957,3.88811403125749,0.381081149199068,1.0741001199821e-25,1.17807301159636e-23
"NM_001106576",990.382282606133,1.7725547902764,0.17308107313977,1.16965912678554e-25,1.2701803269885e-23
"NM_001270984",2071.45085580341,1.52224770084144,0.150463653089697,4.80315213701316e-25,5.16480123909416e-23
"NM_199253",5842.81808926637,-2.63006776373606,0.261588827724571,5.52516930635785e-25,5.88350067496436e-23
"NM_012935",346.130058718462,2.52363034240094,0.252154760908964,9.03594632468025e-25,9.52944800856664e-23
"NM_022851",4347.81762382705,-1.20937380436521,0.120202625024083,1.16571345510954e-24,1.21767096910871e-22
"NM_001108565",952.802198669559,2.99831931076618,0.301902443728114,1.9579672594204e-24,2.02594197182292e-22
"NM_001107743",1824.49896779483,-1.64043025325407,0.164660427544247,2.1055624114537e-24,2.15829986250694e-22
"NM_012516",24666.7173490652,-1.48483384394121,0.149352275777438,2.60685874731351e-24,2.64740988338283e-22
"NM_022183",784.431715668998,-3.11107307136809,0.31548989434015,3.53055327698081e-24,3.55257874696564e-22
"NM_198776",1879.53197116614,-2.93546158293711,0.297739887436272,3.87205658284429e-24,3.86079241823965e-22
"NM_022686",570.337976726384,-1.60028870587728,0.161785730070459,4.33152793554059e-24,4.28001787360443e-22
"NM_080580",874.050711114146,2.7742228411718,0.281860424934946,4.75288912001502e-24,4.65443641681471e-22
"NM_001130558",2204.57553787814,-6.70492832884214,0.683554742716219,5.30708260264905e-24,5.15115769786325e-22
"NM_001109468",1209.60037641966,1.87179719929804,0.190422108426866,7.36961626939214e-24,7.09034660023622e-22
"NM_001191863",18757.684311314,1.29681735527373,0.131483388998779,7.95503202673934e-24,7.58702532776323e-22
"NM_001127533",4735.5815971065,-1.89018678642922,0.193578153387376,1.2322042410473e-23,1.16507035481093e-21
"NM_017301",5423.68354827958,-1.58361056481535,0.163250989329643,2.88600218479615e-23,2.70544204810634e-21
"NM_031815",2944.76852418225,-1.92413667984337,0.200077337071406,5.03457846742787e-23,4.67959801955499e-21
"NM_001170589",914.83010970948,1.47611673228553,0.155042393065407,1.86155331702026e-22,1.71575771269565e-20
"NM_001105965",11323.3910846339,-1.3288432125461,0.13993651791198,2.05808216790203e-22,1.88108710146246e-20
"NM_001257095",13899.8450385097,-3.03712535803449,0.322026511115727,2.60673728699149e-22,2.36286731931593e-20
"NM_130426",1345.32900197002,-1.39525941191125,0.147588886959639,3.75637962624595e-22,3.37704686398898e-20
"NM_001013179",2380.75574442508,-2.32045586540893,0.246918568209616,3.7986048816124e-22,3.38724376760364e-20
"NM_031010",271.822255506778,-4.32716465122617,0.462039203672666,4.58605803245588e-22,4.05644229838517e-20
"NM_053598",23658.7808936639,1.9902154406356,0.212888940512162,4.7453928175304e-22,4.16379747381387e-20
"NM_001277694",788.589099276958,2.07594155689823,0.222565798987142,8.26170749935433e-22,7.16707651731883e-20
"NM_022635",359.686925443449,-2.19411390081644,0.235425276019555,8.29885774707779e-22,7.16707651731883e-20
"NM_001304776",2519.29554187181,1.34423554010437,0.14347461016174,8.75045651224634e-22,7.49804742393108e-20
"NM_012588",3277.29697730828,-1.2863757477054,0.137362458613334,9.61822306004884e-22,8.17772639710199e-20
"NM_012556",68803.7284885516,-1.62177862386421,0.174217291249175,1.02232956055959e-21,8.62531586170585e-20
"NM_019238",7202.83309504306,-1.91728690985106,0.206184074720917,1.10736084244546e-21,9.27139978621512e-20
"NM_001037200",2052.05133817245,-1.23694351722212,0.132348333508523,1.22795281581575e-21,1.02031715786873e-19
"NM_033234",8469.79189705418,-2.91998047969174,0.316473065564794,1.61925140851778e-21,1.33533454500925e-19
"NM_013111",610.288936553809,3.5243326802122,0.383307724237776,2.0703895137002e-21,1.69462926763163e-19
"NM_001100576",546.535418880194,1.48861213444181,0.161746011027111,3.60788241501952e-21,2.93120402429142e-19
"NM_053514",235.911337366111,-2.22874400783719,0.243055739235362,3.80793798035765e-21,3.07098998298256e-19
"NM_001107415",3017.90067234809,1.80510175787387,0.197194496670585,4.9825344254606e-21,3.98893704952204e-19
"NM_175582",1696.63814697391,-1.39165252981169,0.15197401860478,6.05106918690477e-21,4.80928455376605e-19
"NM_001105754",4100.05422420367,-3.06370384314538,0.337449036953787,6.56964054307292e-21,5.18387176089379e-19
"NM_021595",73.1460145843382,3.04457162341796,0.334835311817444,7.25936835453989e-21,5.68719657947097e-19
"NM_182473",164.850292597478,3.76976293093927,0.418376673694344,1.34361731987244e-20,1.04516274924545e-18
"NM_134463",957.910703879766,-2.91646998371175,0.324065450534661,1.44842931731384e-20,1.11875864452804e-18
"NM_019623",31463.8579196883,-1.449040182717,0.160056438696665,1.49186829770374e-20,1.14425255169333e-18
"NM_001109202",573.116511721607,-1.35097420219842,0.149726015919752,2.17565189261111e-20,1.65712152487213e-18
"NM_022519",349442.876430349,-1.13273488762759,0.125195346255512,2.20762807198555e-20,1.66988032369224e-18
"NM_013145",471.56739462184,2.02190643506423,0.225707700298521,2.59285147876716e-20,1.94783527528207e-18
"NM_001191899",123.787405610258,-3.60677143298838,0.402224720276647,2.74375909357803e-20,2.04718025431046e-18
"NM_017148",4139.81000796859,-1.49128353437667,0.166199445300718,2.89294303010544e-20,2.14390534825652e-18
"NM_001128311",4436.734198146,-1.78646862582187,0.199766047218368,3.13778461485325e-20,2.30974641984634e-18
"NM_001109425",1055.49958882414,2.50729580386401,0.28176250888784,3.81297887252631e-20,2.78805015159124e-18
"NM_001106395",1014.64059851232,1.37162278110094,0.153133816101418,4.00785258446938e-20,2.91113424810994e-18
"NM_016995",10930.5385556152,-2.2423830680372,0.251924856278589,4.14070712238953e-20,2.98784708673476e-18
"NM_017222",234.255371129485,-3.59593791891733,0.405667793991975,4.58460015082833e-20,3.28652904929968e-18
"NM_013026",4143.11899877085,-1.11448549001835,0.12442900950479,5.28061031725943e-20,3.76089181556503e-18
"NM_012695",9635.33228249167,3.4507215621418,0.391068523066153,6.1188544104961e-20,4.32978033382718e-18
"NM_031574",435.452600174527,1.36764122514763,0.153491092604214,6.17803617928644e-20,4.34345256060968e-18
"NM_133522",421.853062913791,3.72266185705764,0.42179685239383,6.21737830065391e-20,4.34345256060968e-18
"NM_001007734",829.624048191088,-1.98023194333755,0.224953888583237,1.01372981224762e-19,7.03708138021005e-18
"NM_001107273",139.094891403542,-3.52119214036831,0.400475143586309,1.05462840361823e-19,7.26612507054515e-18
"NM_207587",5296.79235769601,0.835789272151732,0.0935534996021272,1.05997448147996e-19,7.26612507054515e-18
"NM_031605",504.028724482567,2.69962503179626,0.308344039380569,1.35067985648329e-19,9.2014016558439e-18
"NM_031049",2741.88411272506,-2.18587565546583,0.249872795832213,1.51434312417922e-19,1.02526638185171e-17
"NM_001044294",7637.94170557227,1.09654079949415,0.123944764026193,1.56597681772729e-19,1.05371986115539e-17
"NM_001008323",439.79354052313,1.63720490953249,0.186686357338906,1.78178303586333e-19,1.19162172788714e-17
"NM_171990",1813.28352573997,1.11675927666576,0.126297355196559,1.85126434621847e-19,1.23058589995904e-17
"NM_001191962",444.516883843551,-1.28612048715385,0.146288118693188,1.92391144747982e-19,1.27117233469631e-17
"NM_001011975",1057.52476241025,-6.55488598807412,0.75535353751369,1.96821559377035e-19,1.29265800194451e-17
"NM_001271243",131.939540610065,-3.32757193923342,0.382391583800304,2.3746610241906e-19,1.55031441150729e-17
"NM_024355",288.529412639275,-1.92939238095295,0.221646552861649,2.54407171031594e-19,1.65108748631629e-17
"NM_001106542",131.573341135218,-3.4233912133281,0.394840799777156,2.88532069051154e-19,1.86154101961944e-17
"NM_022704",5624.17297370828,-2.18013564592766,0.251911474525175,3.50011735379758e-19,2.24498755183929e-17
"NM_013027",1315.15648610628,1.93094164324658,0.224336832693758,5.92878056638752e-19,3.78063170070572e-17
"NM_001025670",115.840416800685,3.68948534024123,0.430190056545159,6.9757980482798e-19,4.42257531754525e-17
"NM_016994",505281.30767627,-1.2441937308806,0.144068074769161,7.58171607032047e-19,4.77909550915373e-17
"NM_031341",993.255462313199,2.52573209728528,0.295625312966411,8.73385309265389e-19,5.47388004115588e-17
"NM_001108566",2589.48768323606,-0.990036998850873,0.114569356674895,1.03007862217352e-18,6.41926268636319e-17
"NM_001008520",1037.16230827303,-1.30826454762067,0.152348506238075,1.11397787046234e-18,6.88024032666978e-17
"NM_021684",433.827478921105,2.82953071724402,0.332969090925628,1.11792498680318e-18,6.88024032666978e-17
"NM_053890",1514.52417257553,1.17133143120618,0.136075776398852,1.12286927286095e-18,6.88024032666978e-17
"NM_001106817",2135.21558756919,-1.18660167067219,0.138085889059667,1.23612167277137e-18,7.53210139275353e-17
"NM_031062",804.666004430858,-2.53110436363393,0.299885537967539,1.99114010996396e-18,1.1933784003325e-16
"NM_053318",168690.242678642,-1.58048765977757,0.186194498875316,1.98102378019369e-18,1.1933784003325e-16
"NM_053537",4838.8393190153,-1.28297374305891,0.150559020471489,1.97324799209595e-18,1.1933784003325e-16
"NM_001108968",210.965052563872,-3.05834109592796,0.363281154627252,2.26343452593774e-18,1.34920379785245e-16
"NM_001005546",2118.96094314887,-1.45695801632977,0.171747790847516,2.3267949674216e-18,1.37947498392866e-16
"NM_212466",55373.1535723535,-1.1791504333243,0.13888896601098,2.61029792900391e-18,1.53923374652231e-16
"NM_001100474",361.167224079787,-2.1690540192783,0.257685878821148,2.70955110185763e-18,1.58076364282843e-16
"NM_024361",5283.31576264283,-1.5204659405676,0.179806860686987,2.70914714667116e-18,1.58076364282843e-16
"NM_031706",5588.93849772589,0.899699379760178,0.105521452914915,3.49102986591407e-18,2.02590558567966e-16
"NM_001007648",212.816427746954,-2.89852891469419,0.34624222177026,3.60321736959109e-18,2.08000463735132e-16
"NM_147216",2768.90301258065,-1.31341694254219,0.155506343743309,3.67641079493844e-18,2.1111452146013e-16
"NM_207616",2130.78899163662,1.45117423343746,0.173696821991728,4.63168028939944e-18,2.64584736531943e-16
"NM_001127534",431.675220695617,1.30699856327066,0.15528727982993,4.77920255063452e-18,2.71597376038132e-16
"NM_012531",29585.6314244048,-2.07134645260011,0.248324563692684,5.27566088312578e-18,2.98265198794451e-16
"NM_001008724",8377.00987667931,-1.38690987544201,0.165355449436074,5.56527949919122e-18,3.13025566908355e-16
"NM_001191068",270.789936582355,1.71890923338913,0.205527141062483,5.6436276507116e-18,3.15812796290841e-16
"NM_001106999",6984.30791497154,1.08608100518558,0.128885815170692,5.86675170284428e-18,3.26632145567493e-16
"NM_001109606",8006.32057703206,1.63446579688354,0.195420878405922,6.16316088016628e-18,3.41401760271029e-16
"NM_012559",157240.724316745,-1.02201603599161,0.121257845301133,6.23195305701709e-18,3.43477694117404e-16
"NM_030827",1019.66452175958,-1.53805470540709,0.184361435458431,7.17480529578442e-18,3.91508778528177e-16
"NM_153296",407.153951170887,-1.93008505102991,0.232121908874768,7.15592696982509e-18,3.91508778528177e-16
"NM_022545",2159.94974700907,-0.896742738056235,0.10657318952556,8.67771751568986e-18,4.71174285703398e-16
"NM_001012193",2081.2911031905,-1.36010699703419,0.163261020479504,9.22267267859006e-18,4.98296915954561e-16
"NM_171991",438.834667780646,-3.09701343449913,0.376510930294858,1.02774597333407e-17,5.52564599780787e-16
"NM_001025773",1070.39808077501,1.79330804337813,0.216974695714738,1.17390689594148e-17,6.28068821204202e-16
"NM_001007713",542.862724168151,2.05280611172949,0.249221013847362,1.36169905159312e-17,7.25005592129773e-16
"NM_017081",115.909910565101,-2.88672887786722,0.350787574943078,1.45227953882193e-17,7.69497680280143e-16
"NM_171993",506.589375501317,-2.7649740653952,0.338195147937821,1.50972792994683e-17,7.96091150752731e-16
"NM_133572",338.228463472806,-2.81741285846597,0.34454270039954,1.75587293763823e-17,9.21455233493594e-16
"NM_017158",28257.8638447428,2.85179227490189,0.350038818002955,2.1230617692578e-17,1.1088448326295e-15
"NM_031570",1313.29040589478,1.03952111479973,0.125585593960248,2.224683776073e-17,1.15641382255775e-15
"NM_053489",20921.9177175455,-1.09457856245024,0.133151004444251,3.07644978415441e-17,1.59162741663234e-15
"NM_001007672",2838.35886945109,1.2143702875039,0.147999371633551,3.21681009069832e-17,1.65643066078775e-15
"NM_001044234",5421.86832775443,0.856762210232004,0.103619624563683,3.37607878467912e-17,1.73031925749349e-15
"NM_001025740",102.321351286474,-4.22430728296982,0.522584677218048,4.90203310641987e-17,2.50072088889364e-15
"NM_001025639",48.5499121144469,4.64162925800969,0.579125841548375,6.36728548276363e-17,3.23316607291442e-15
"NM_017154",5326.2561588897,-1.45196023481895,0.179843077837139,7.16331217939276e-17,3.62060866283778e-15
"NM_031731",16978.3549771486,-0.843319062142073,0.103210028108972,7.44157595397566e-17,3.74400023225711e-15
"NM_080783",427.038206668789,-1.39932624649766,0.173237742348772,7.58851178677415e-17,3.80049302636251e-15
"NM_001006995",1466.91213939429,-2.53769112729837,0.318116859495406,8.6005625338514e-17,4.28777135778555e-15
"NM_001013413",2947.50625783709,-0.954040265080137,0.117553113365476,9.63116080490438e-17,4.77641029723881e-15
"NM_001107922",850.334536720609,1.95291281785816,0.243930963088864,9.6677888948488e-17,4.77641029723881e-15
"NM_001109156",458.007248051134,-1.52251551192336,0.18970243669231,1.00457459926492e-16,4.94088529360431e-15
"NM_001013110",1332027.61029977,-1.31820091141319,0.163936283206458,1.06039156943817e-16,5.19213157749904e-15
"NM_001007747",1563.45590161421,1.33551541557468,0.166840193244213,1.1132641499778e-16,5.42679164309178e-15
"NM_001011961",231.615173207129,-3.82158859927954,0.481945167659731,1.15133886206473e-16,5.58755957483448e-15
"NM_001008297",724.952027435805,-1.68251521505919,0.210765770010231,1.25686652101241e-16,6.07282467068902e-15
"NM_017160",17616.8691895887,1.09192351623475,0.13581563092429,1.45977144570722e-16,7.02226895461265e-15
"NM_173295",23246.5308151551,1.93314062797721,0.24453039001361,1.51163413291915e-16,7.24000138421713e-15
"NM_001008893",1334.08300560876,-1.58410132444884,0.199047259966885,1.62538405776609e-16,7.75096188938192e-15
"NM_001106473",492.544887575379,1.66932375245143,0.209937840371988,1.64593431617498e-16,7.81498163628016e-15
"NM_001015012",1552.83013583968,2.76269419480821,0.34968408130669,1.70894470101754e-16,8.04450879002591e-15
"NM_019291",1653.2688689719,1.94792350050387,0.245498484451506,1.70610288399934e-16,8.04450879002591e-15
"NM_001126081",538.121639196189,-2.23757414321288,0.284991544963514,2.74478253938137e-16,1.28652884153568e-14
"NM_001139493",787.966534083941,1.49819568273503,0.189489461728231,2.79629864809416e-16,1.30509802435306e-14
"NM_017025",22969.0184441707,-1.58581321436475,0.201027260273489,2.92879321588061e-16,1.36114423693977e-14
"NM_031022",88.429101996049,2.60876911120518,0.333649397656611,3.10350168737938e-16,1.43625343912139e-14
"NM_134360",152.324274021803,2.09911040582551,0.267767512728382,3.23493879050458e-16,1.49079027959052e-14
"NM_001195606",2037.79122776491,-1.141706924242,0.144975770953169,3.46063586418258e-16,1.58812778905249e-14
"NM_022280",1964.86834156839,-1.52216339303059,0.194392864249404,4.80243071591627e-16,2.19471083717373e-14
"NM_001107493",955.420614061102,1.03510911308148,0.130937112545639,4.84784569993931e-16,2.19715585276588e-14
"NM_001130554",1163.8952505708,1.22608784823324,0.155804279568911,4.8477279974941e-16,2.19715585276588e-14
"NM_144738",8548.95134499333,1.25415435041212,0.159926987614372,6.39055408304835e-16,2.884427867608e-14
"NM_199099",3150.38289959106,1.19944067033707,0.153296300022866,7.10322776608893e-16,3.19295910403538e-14
"NM_001135016",1208.1938472193,1.80761838055632,0.233343590862808,8.01325683519657e-16,3.58732248850759e-14
"NM_053420",1932.1442526843,1.49974729817065,0.192974890022497,8.09979271009859e-16,3.61132221318542e-14
"NM_001106507",292.617340044863,-2.3898756774433,0.310768014943342,9.72745469250616e-16,4.31946247236468e-14
"NM_001135899",9371.2333366401,-1.24202303565471,0.160037069389461,1.10302961123448e-15,4.87823740968539e-14
"NM_001008527",3827.91395326446,-1.56870130705183,0.20334763134152,1.15374991152922e-15,5.08205985126606e-14
"NM_001109328",116.205831236767,2.67466625925841,0.348747100383651,1.22448420831834e-15,5.37205711873422e-14
"NR_110709",281.003627445418,1.97503277604914,0.257306427669664,1.26032182785876e-15,5.50725490356766e-14
"NM_001108283",3098.70454929126,1.183272616509,0.152674142100367,1.31555599148445e-15,5.72580083912756e-14
"NM_001107996",1131.1899930553,1.1814856884926,0.152716887769932,1.50743020226471e-15,6.53497804681396e-14
"NM_017268",29195.0855876751,-3.00678656882044,0.394788529124211,1.72836378644094e-15,7.46326535814339e-14
"NM_001309381",369.166091565485,1.58581334391838,0.207071691232964,1.8456022018249e-15,7.93826076455508e-14
"NM_001164396",371.547612553804,-1.89401533746771,0.248838952682552,2.09706234332135e-15,8.9846014771674e-14
"NM_057146",38504.8385366714,-1.19794171801137,0.155920737264476,2.13741451926033e-15,9.12185309231411e-14
"NM_031795",749.024791528295,1.16718017421236,0.151316635116142,2.53007324177881e-15,1.07557532231899e-13
"NM_001047879",168.187655232352,1.75977084902466,0.231669987373763,2.55258407439503e-15,1.08095529451601e-13
