"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"NM_024143",16388.1723136264,-2.09566638658246,0.260869743842731,6.76810064951231e-17,9.15531837243289e-15
"NM_080771",107.637263079634,4.77830519199964,0.599096883972435,8.96534477375663e-17,1.19796686202502e-14
"NM_001013110",1208966.70778003,-1.78260054430139,0.222620906745389,9.24045766807231e-17,1.21985174300082e-14
"NM_130433",36438.6757898975,1.70580980167937,0.212719624249217,9.54488602914759e-17,1.24503947882584e-14
"NM_053551",19569.8187614679,3.65658520272415,0.458702748290602,9.9117680438181e-17,1.27768520536606e-14
"NM_058208",2474.08442857554,-2.48680290309652,0.313503723895991,1.33869047476668e-16,1.70558506186262e-14
"NM_001130553",662.831679547525,-2.52684071278426,0.318557688076967,1.35720742133402e-16,1.70930134661573e-14
"NM_019190",163.62728911372,2.26118990436758,0.285742003880517,1.79391157370449e-16,2.23362376285001e-14
"NM_012556",217776.383049433,1.64729309848798,0.207422953458329,1.82394413927342e-16,2.24550066674369e-14
"NM_001271040",342.053473467977,1.39292589168672,0.17563599704083,2.36347929402278e-16,2.87740473606751e-14
"NM_012998",51231.6790680657,-1.30607881392837,0.164552900942135,2.5634051898507e-16,3.08650886430705e-14
"NM_001170324",88.521503899707,-3.64729945711483,0.461089748555369,2.6200750693652e-16,3.12045244946027e-14
"NM_001047965",510.942236223876,-3.03285239251959,0.387391379045194,2.75474807781566e-16,3.24556717082002e-14
"NM_021261",1600.65485142275,2.03587929840199,0.258990228771769,2.81335307661946e-16,3.27935209154462e-14
"NM_023025",8375.58340229525,2.50523683080192,0.319878736227062,3.13716939399272e-16,3.61831211052403e-14
"NM_019156",116392.407175511,-1.58970665116788,0.202520067351502,3.72584452512285e-16,4.25250817310115e-14
"NM_012689",195.28510469882,-3.44415668684475,0.445275442116719,5.87486924555919e-16,6.63617962098887e-14
"NM_199101",161.945989745518,-2.24211423701621,0.289118121208747,6.76246303105934e-16,7.56084769707319e-14
"NM_134334",13664.8996486836,1.07049861355986,0.136734641307773,7.40743215949847e-16,8.19830648198229e-14
"NM_001015012",4080.50546977791,4.24227941192502,0.552882994575481,8.54191546047874e-16,9.21499420614531e-14
"NM_001025697",5687.12078770873,2.88585247738549,0.375044049312023,8.5783463450472e-16,9.21499420614531e-14
"NM_019122",89.4195761264379,-3.62803905054431,0.469639501022725,8.49335982404161e-16,9.21499420614531e-14
"NM_012564",300053.981037288,-1.51175660361155,0.197439672853549,1.79675873180564e-15,1.91136751693149e-13
"NM_021684",1153.73529932499,4.30481878854273,0.569563819519092,2.01708306038882e-15,2.12511337429619e-13
"NM_030985",3871.39085624216,-1.33932108333757,0.174875545126465,2.08953685662041e-15,2.18048146076094e-13
"NM_001106608",826.312977490053,1.66273018172602,0.21955613535063,3.21929551346387e-15,3.32771895670035e-13
"NM_153622",3144.62737689042,-2.50907814965338,0.335555691536163,4.17856188216514e-15,4.27892547129752e-13
"NM_134383",2745.63167739342,2.67873265815383,0.35948617961444,5.87960947694813e-15,5.96508157767784e-13
"NM_053577",15752.584279157,-1.75842873242702,0.237352360179718,9.74894933400419e-15,9.79993007822788e-13
"NM_001013112",3169.24669347756,1.56253495173886,0.210737916542359,1.15886983483915e-14,1.15433970730296e-12
"NM_001109330",497.941331182804,-3.15219792513761,0.43017818814656,1.29425801021442e-14,1.27758423584859e-12
"NM_012697",5419.49319361425,-1.32662709144918,0.179677747878016,1.73020042319509e-14,1.69266125329898e-12
"NM_053580",4072.05886313977,2.98366344121428,0.408806939387445,1.84937002335522e-14,1.79323427839851e-12
"NM_024386",8800.07311583298,1.25972043717337,0.170704832672712,2.03832972484603e-14,1.95912094694193e-12
"NM_001004271",20301.1877188259,-1.94161903253121,0.268027728456982,2.33399578115896e-14,2.22379058905728e-12
"NM_001109433",1180.42110347565,-1.87058451495768,0.2570354134925,2.62962129815691e-14,2.48385866930217e-12
"NM_001191813",252.495160324607,-2.51601529683184,0.34832044445308,3.27442666400955e-14,3.06648657756861e-12
"NM_001106849",341.856176314151,3.52913571834638,0.490512334832465,3.42620167006239e-14,3.18143149990454e-12
"NM_144755",686.020795782945,2.4466097569876,0.340302076411444,4.2042535455847e-14,3.8710929494934e-12
"NM_019623",28606.1099110116,-1.92151865700573,0.266719145294766,4.24767005894416e-14,3.87847673632093e-12
"NM_001024288",483.82468101258,3.45565080107995,0.482722869220842,4.33988067261729e-14,3.92992334957584e-12
"NM_130407",241.877496063773,-1.80258092057966,0.253159081471477,8.86244164082013e-14,7.95948959495624e-12
"NM_053857",1276.86808506466,1.49346365156106,0.209658808110309,1.04635398129681e-13,9.321057376479e-12
"NM_031659",607.451518398452,3.64037919990015,0.519944627403851,1.32493692160607e-13,1.17075272984175e-11
"NM_013059",1430.6960093671,2.58062677798567,0.3684495609136,1.53974105631464e-13,1.34967542032316e-11
"NM_022207",623.475419116623,3.38397081215814,0.484649524718361,1.55259883169295e-13,1.35014487292537e-11
"NM_001014146",1011.26027012747,1.84155664602864,0.261790303191173,1.58303828454584e-13,1.36577562864321e-11
"NM_001008770",9363.28461583815,1.07507505367163,0.151464311355141,1.98617074029388e-13,1.68701339545737e-11
"NM_020073",642.581005221495,-1.93031004015365,0.275859184091302,1.97931066662645e-13,1.68701339545737e-11
"NM_053617",18085.8887709601,-1.10236868049376,0.155823061511515,2.23191620899593e-13,1.8811619924591e-11
"NM_001109051",91.0856545509824,-3.46747196693994,0.499346512333219,2.75650194920899e-13,2.30557189751778e-11
"NM_012898",402899.105491001,-1.40881000805206,0.202090964801431,3.19506605726461e-13,2.65214687798851e-11
"NM_001130579",531.100430285864,1.76160366253217,0.25453674911027,3.63720528038661e-13,2.99645550805986e-11
"NM_178847",12491.7780672134,1.02210742331357,0.145342619561789,3.69559930018451e-13,3.02184190538222e-11
"NM_012683",11920.9680206032,2.37245481044049,0.344810476232926,3.81201075520153e-13,3.09394087738838e-11
"NM_001034998",1228.31197395915,1.01468070297191,0.144573468498906,3.86844939893214e-13,3.11666176941908e-11
"NM_017170",16691.2911176682,-1.19054893368991,0.170859160884958,4.13306432522581e-13,3.30554640959849e-11
"NM_145785",260.413259921941,3.2242247778967,0.471315547813248,4.5104539898935e-13,3.58123509907704e-11
"NM_001100524",414.561190568053,-1.51389376051856,0.219922631930538,5.55375391743838e-13,4.37787637937931e-11
"NM_199118",1894.22806913346,1.45992426306992,0.212341589921188,6.24286642501647e-13,4.8859348156361e-11
"NM_024157",17023.357316492,-1.17336011558312,0.170195421524299,7.06275857248386e-13,5.48841458714225e-11
"NM_001007008",19116.4378281823,1.67269050704915,0.246412877213658,7.6935785104049e-13,5.93651688299342e-11
"NM_017081",110.780671749826,-3.28129155578804,0.484710233019532,8.81481540113574e-13,6.75412114337373e-11
"NM_001025670",922.138949777967,6.61758476908139,0.992621843746583,1.12615321511917e-12,8.56893109587551e-11
"NM_001105883",1377.2450021186,-1.50189006965069,0.221953979773874,1.23374128123217e-12,9.32282980583506e-11
"NM_012681",188301.865945826,-2.10909742760496,0.314656884508267,1.34771968606643e-12,1.01143593152259e-10
"NM_153315",8802.12798433753,1.57466940880652,0.23344480509727,1.40072523912228e-12,1.04406438401788e-10
"NM_012588",2881.93753006243,-1.91651205739146,0.28590963049868,1.47333540225058e-12,1.09076594611213e-10
"NM_001003401",3348.3766789592,2.93465339360954,0.444285384323992,2.22722566607641e-12,1.63783299484559e-10
"NM_001106321",6131.59955334569,-1.54044470418099,0.232241159982294,2.8464014470318e-12,2.06543183146539e-10
"NM_001106903",1554.69247972605,1.32416304061421,0.198541636569555,2.82962796198408e-12,2.06543183146539e-10
"NM_001029902",1245.56469011425,-1.26658106013492,0.189775890050971,2.97509707472073e-12,2.14461438471809e-10
"NM_012541",11410.2639821063,-2.9144722710396,0.444794408179853,3.15924239471465e-12,2.26247182476395e-10
"NM_019170",376.856036254638,2.70973161349168,0.413421012049524,3.22890841503615e-12,2.29734737036046e-10
"NM_053623",25628.7289688772,1.44041884246863,0.219055450433349,3.27372612231716e-12,2.31420755627284e-10
"NM_053965",10086.3391436827,1.68163194531087,0.25515150010669,3.68242452458995e-12,2.58643112281616e-10
"NM_001134584",542.579265762282,-1.3951540279289,0.211198461028795,4.11489387386803e-12,2.87177657171796e-10
"NM_017024",15456.3000988469,-1.27737480433294,0.193857567166496,5.27097544541605e-12,3.65532138958378e-10
"NM_001191657",62.6164344251767,-3.21909209851245,0.492160869310562,5.50022218275992e-12,3.79031034317613e-10
"NM_001006992",10066.4867656942,-1.25289015251672,0.19063640676114,5.57448351790875e-12,3.81747599410788e-10
"NM_031629",6331.17294272851,0.748496495759035,0.11185304299662,5.95162730818064e-12,4.05043356619474e-10
"NM_012753",4159.83660339668,2.41493356875724,0.373131980863594,5.99562182300858e-12,4.05518693300648e-10
"NM_001107464",539.52488798439,3.26990182790263,0.511208240295489,8.57636634886927e-12,5.72995402954637e-10
"NM_012488",1382.77801449192,-2.49556609403664,0.390029717667878,8.55008795295945e-12,5.72995402954637e-10
"NM_001109232",348.983040362949,-1.22871549893653,0.188714727822718,9.3749211882741e-12,6.22551584605571e-10
"NM_001135868",561.053235028174,-1.62384079267863,0.252037590010515,1.01504457521365e-11,6.69990566904579e-10
"NM_001037355",922.513744388718,1.33389181927731,0.20626844479983,1.11961504447351e-11,7.34588146245287e-10
"NM_017321",13020.8823201063,1.25048606214203,0.193611537190637,1.19307383047972e-11,7.78125592890848e-10
"NM_001037354",769.34898139019,2.23846856719911,0.351289442567465,1.23075423421443e-11,7.97951132798075e-10
"NM_001134527",95.4304459503329,1.71759273357029,0.268571809619966,1.40176640480332e-11,9.03479676319412e-10
"NM_020308",405.156591312907,-1.31745572565949,0.204967034676921,1.48729780116976e-11,9.53001286983451e-10
"NM_057107",6874.09446592983,2.31536618528699,0.365200172319008,1.49663243023653e-11,9.53407066168702e-10
"NM_001108509",8004.19720386191,2.79147775681159,0.442021503864817,1.5889929235946e-11,1.00639280137723e-09
"NM_001014144",20653.1379419136,1.26734120134504,0.197602857921533,1.8576891321892e-11,1.16981033456305e-09
"NM_153318",3485.96959244428,-1.54449232211013,0.243455737124761,1.98926156079076e-11,1.24550508123339e-09
"NM_001008335",9260.33050964286,1.01006163855504,0.157826868019816,2.68752295898051e-11,1.67313574213349e-09
"NM_001134777",298.571286691717,1.41129290914206,0.223961687705365,3.02357204249525e-11,1.87171067060003e-09
"NM_013079",1288.71290007575,2.40638222587198,0.386820289924004,3.1269403763871e-11,1.92482503955469e-09
"NM_001012621",2829.92431560218,-1.81120885124011,0.290967850227743,3.61984828975139e-11,2.21579205088301e-09
"NM_001107301",127.049557823008,-2.07271635635339,0.334861252214019,4.35811734234317e-11,2.65288287333634e-09
"NM_017097",16859.782404408,-1.42496966364903,0.229035544438975,4.48703684084946e-11,2.71626865553522e-09
"NM_001108671",222.378035028925,-2.24661076406437,0.364185725206663,4.54746074611394e-11,2.73772128544893e-09
"NM_022229",17875.7291173029,1.22427805204578,0.195525782645576,4.8426606825192e-11,2.89951000537502e-09
"NM_001134780",1386.84092096218,1.98887021812135,0.322490982408585,5.01481564989257e-11,2.98626821064526e-09
"NM_001085352",13841.3538362434,-1.49368460286568,0.240668860300473,5.43249358736757e-11,3.2175044452317e-09
"NM_001012005",348.402533375087,-1.36380193133407,0.21965073705059,5.77453110968756e-11,3.40169555746487e-09
"NM_031714",27047.7983746565,-1.5136446780026,0.245743256564934,6.92086270237502e-11,4.05518142406006e-09
"NM_001107721",330.93244378082,3.20140398759848,0.528767731704002,7.39572367345649e-11,4.28756318995041e-09
"NM_001130559",690.88801862068,1.18823725072219,0.191634213235694,7.390567488377e-11,4.28756318995041e-09
"NM_001025655",4805.76506660243,-0.746318163492319,0.11804076793727,7.93580680501496e-11,4.57645448223941e-09
"NM_053532",5294.18115009706,0.739229522184726,0.117548740721681,9.26444602520588e-11,5.31468770147543e-09
"NM_001109328",124.402525016807,2.7557692565265,0.457750810804755,1.03034481371317e-10,5.87994173117457e-09
"NM_001109571",1040.12789241455,1.09140529077431,0.177102350764014,1.08305716718752e-10,6.14873439423504e-09
"NM_001048185",3335.86180353627,-1.38105089554632,0.22550534916432,1.10645892892213e-10,6.24921158979371e-09
"NM_001001719",131.241933378927,-2.33180721380268,0.388760940456436,1.31623405992481e-10,7.3958854331262e-09
"NM_001202552",743.112760216457,1.46352541388902,0.241698866897893,1.38219528294213e-10,7.72689475265152e-09
"NM_001106976",511.110943163542,2.53971413364196,0.428191179734389,1.80401108396261e-10,1.00337814451667e-08
"NM_033352",341.744919030359,3.32466772566463,0.562807612477273,1.82850869027916e-10,1.01186715754489e-08
"NM_057100",2019.14896380574,-1.65825728969703,0.277527252989079,1.85288061476682e-10,1.02020165306533e-08
"NM_001013960",443.56177574682,1.45733621908185,0.243176674817094,2.00197179997451e-10,1.09132363245376e-08
"NM_053307",811.387015322063,-1.15507876816157,0.191073679473648,2.00045557930151e-10,1.09132363245376e-08
"NM_001025740",105.263826785792,-3.21557952229134,0.543697232274838,2.08818727475871e-10,1.12710679652863e-08
"NM_130414",853.60220428612,-3.2361674572695,0.550930181298867,2.08810372130856e-10,1.12710679652863e-08
"NM_001079937",135.076904732784,-2.80361427689195,0.476031003774031,2.27004254322131e-10,1.21925765421941e-08
"NM_022287",8518.3416250524,-1.11880337027291,0.186087119908612,2.47074625038482e-10,1.32058373977885e-08
"NM_173094",166002.157333597,1.5543332481583,0.261407895407966,2.55290454801913e-10,1.35787257925464e-08
"NM_001007701",21094.4233006131,-1.02859737705198,0.17050493373934,2.58013055941406e-10,1.36572418065217e-08
"NM_053424",1992.82077535704,2.13406977239761,0.362537083604541,2.66815119990069e-10,1.40552561044769e-08
"NM_001008323",521.502618444295,1.9176822541425,0.325638267647293,2.84927853687578e-10,1.47959928571317e-08
"NM_001106542",139.366721954525,-2.43257836722586,0.414603061076244,2.83934941357163e-10,1.47959928571317e-08
"NM_012600",21178.6055960258,2.35824672834776,0.400730791738736,2.82361004538035e-10,1.47959928571317e-08
"NM_130409",47292.0077319089,-1.29755768458278,0.219323327760977,2.88608949134304e-10,1.49164540361536e-08
"NM_001013894",173.241861833712,3.57072402195322,0.616264771503044,3.16140644755927e-10,1.61866964700499e-08
"NM_031976",2896.14620250453,-1.56936112006735,0.265925352866614,3.1492207324742e-10,1.61866964700499e-08
"NM_001012189",8402.80897298142,1.73204403508752,0.29426675188471,3.23633523664942e-10,1.64932675292873e-08
"NM_001106452",2698.45031474015,-1.15343151410505,0.193699051858366,3.44178201181047e-10,1.74590766219478e-08
"NM_013122",556.433190401272,3.87122292276646,0.669300837001747,3.50021194454425e-10,1.76736508186043e-08
"NM_022183",773.491213122215,-3.00425019624874,0.518263827179829,3.51775260789895e-10,1.76807409746554e-08
"NM_001108970",1297.6631795343,-1.31286831067872,0.222514160216966,4.00766969267773e-10,2.00511583665159e-08
"NM_001134637",638.867258957911,2.66977658150955,0.461523569467536,4.20684247294314e-10,2.09519877163809e-08
"NM_133596",4685.5984087401,-1.28966633321921,0.21832765316374,4.31519643683837e-10,2.13943924698814e-08
"NM_022635",359.33812300947,-2.02858854593874,0.349521336491587,4.43159804197262e-10,2.18725314170694e-08
"NM_001039549",4694.10439296671,1.71513957605359,0.293854154423187,4.63457574446798e-10,2.2694826104978e-08
"NM_012891",19825.3060887557,1.0171304684653,0.170989305357517,4.63962859132525e-10,2.2694826104978e-08
"NM_001271152",7723.12773526548,-1.72798220836465,0.297295465455924,4.77529286672062e-10,2.32546150847368e-08
"NM_139095",2092.42048775126,-1.12318979724905,0.19075613685171,5.43266850787494e-10,2.63388269207017e-08
"NM_019269",2176.92188422713,2.61730874528702,0.455884376475201,5.57173497409615e-10,2.68940529124103e-08
"NM_022177",2489.51993541341,-1.78746373881599,0.309691439290659,6.07671258127507e-10,2.92028683127329e-08
"NM_022693",1037.67604240844,1.85958797010379,0.32273588127199,6.2765217816974e-10,3.00313751799382e-08
"NM_022519",371561.945210075,-0.802247447085762,0.134973251339333,6.806059608306e-10,3.24234761426995e-08
"NM_001011978",3745.54738562499,1.45147543279291,0.250767242605485,6.89934890715236e-10,3.27256129764798e-08
"NM_001107319",150.110666380998,2.20137376000489,0.384743913734893,7.03216427362623e-10,3.32118206664322e-08
"NM_001107657",1549.19558623412,-0.852827110784282,0.144172762869724,7.33388082360538e-10,3.44881254009632e-08
"NM_053561",3120.5194768029,1.64450126085818,0.285931731185089,7.55908326589359e-10,3.53952458736735e-08
"NM_001130563",6009.14637254266,0.837304823270191,0.141528398371287,8.07896378616781e-10,3.76685983851237e-08
"NM_172223",3921.81814114332,1.87033215488072,0.327481896037843,8.55663564738796e-10,3.97267189781482e-08
"NM_001013098",3345.09137988026,-6.23331828042168,1.11952817994898,8.93027842807916e-10,4.1254222867787e-08
"NM_001036626",1968.33964611495,1.20077008637448,0.207331455752513,8.96094281512576e-10,4.1254222867787e-08
"NM_134369",948.839710294887,-1.38882516011228,0.242192543128602,9.9565271435255e-10,4.56458861554849e-08
"NM_001003402",551.580567955563,-1.13332130081908,0.196395288401698,1.09385986249106e-09,4.99392604721441e-08
"NM_024137",572.104750148284,2.26987787413572,0.403096203988157,1.13326951697826e-09,5.15237929358124e-08
"NM_178096",1661.49129047845,-3.31887653207763,0.596164579299652,1.1964609457211e-09,5.41719941415954e-08
"NM_053371",767.847070992475,1.76718133713026,0.312373249415817,1.21327770347477e-09,5.47073407282844e-08
"NM_053493",20806.4065545232,2.50459238136551,0.442115937579679,1.22687674038579e-09,5.50938051000292e-08
"NM_053398",1039.24631577292,2.37968317387021,0.424256338799171,1.23422279386675e-09,5.51974659281552e-08
"NM_001107985",1447.36343555622,-2.35069524047914,0.420361426158105,1.31393954776769e-09,5.85237220524009e-08
"NM_172320",41739.4632163812,-1.16271446347995,0.203267464762468,1.38729789861927e-09,6.15409841100052e-08
"NM_053502",2023.51640396264,2.7479218109946,0.492401428104501,1.44063954561007e-09,6.3649546376006e-08
"NM_001025280",261.417844225231,-1.27175107676625,0.223283115333124,1.45534884062499e-09,6.38532194344815e-08
"NM_001100834",3795.9126400117,-1.09484776556683,0.191110104627805,1.4569047055417e-09,6.38532194344815e-08
"NM_031721",3189.84078375124,-1.39720845619007,0.246745414620077,1.50068744389175e-09,6.5510088935147e-08
"NM_133569",530.267953139864,-1.19110109594628,0.209036616508677,1.51111358713001e-09,6.57034586277125e-08
"NM_053590",5202.12790407483,0.634351017768813,0.107940009678276,1.5575847947738e-09,6.74563501831483e-08
"NM_053524",542.611322293972,-3.54805924048926,0.643270569625392,1.61094279135738e-09,6.94925203342632e-08
"NM_019373",8299.74584499963,-1.29472836386672,0.228954989666282,1.66189737846603e-09,7.14094493170678e-08
"NM_017300",41930.9928162364,-0.802557956640382,0.138549811256116,1.67276848542504e-09,7.15957980265708e-08
"NM_012901",122988.143836702,-1.13798621850862,0.196714302558048,1.73486764576643e-09,7.39647657379874e-08
"NM_001013252",2348.67368602561,-0.743544128785394,0.128008077134448,1.7634805403755e-09,7.48932413988155e-08
"NM_001007744",1242.84280070901,-0.764320267525769,0.1318330873545,1.79960114192142e-09,7.5884680755733e-08
