"","SRR1177967","SRR1177968","SRR1177971","SRR1178064","SRR1178074","SRR1178075"
"NM_001191094",2519.54013190675,2132.37821059843,2221.86726358263,2167.96482235607,2372.33691079486,2065.4490930328
"NM_001191096",833.792769733229,1029.77438605548,229.537941477476,127.405974571008,94.0086887727565,108.075824635437
"NM_001191102",825.537395775474,890.890340567732,1269.20979405193,1306.55600643062,1554.52276205931,1753.98057064595
"NM_001191104",818.933096609271,1039.93663328629,894.147798173699,984.172467536372,962.821015077839,1118.28457435279
"NM_001191105",178.316077487502,111.784719538917,115.519094730495,118.637142313085,124.116046615012,60.0421247974651
"NM_001191106",23.1150470817133,28.7930338206301,24.0039677362067,57.2553165076191,89.0932017781026,44.2810670381305
"NM_001191107",95.762337909955,74.523146359278,84.0138870767234,75.824608347928,96.4664322700835,80.3063419166095
"NM_001191108",265.823041439703,281.155506719094,375.061995878229,272.349613657864,300.459142548222,315.97168174666
"NM_001191109",26.4171966648152,230.344270565041,46.5076874889005,12.3795278935393,18.4330762299523,10.5073718395564
"NM_001191110",16.5107479155095,20.3244944616213,24.0039677362067,73.245540036774,66.3590744278281,39.0273811183523
"NM_001191111",191.52467581991,440.364046668461,337.555796290407,433.799289936105,245.159913858365,369.25906750441
"NM_001191112",1624.65759488613,1500.62517441637,1564.75864680397,1755.82970623365,1742.54013960482,1731.4647738469
"NM_001191114",577.876177042832,696.113935310528,570.094233734909,547.794109289113,1043.3121146153,612.429672934144
"NM_001191547",285.635938938314,321.804495642337,246.040669296119,325.478420867637,290.013732684582,349.745376945234
"NM_001191548",2156.30367776554,1685.23933244276,1468.74277585915,1585.09538403526,1399.68492172771,1328.43201114391
"NM_001191549",2212.44022067827,1876.62832195636,1882.81121930871,1753.2506379225,1820.57349564495,1612.13105081194
"NM_001191550",33.021495831019,15.2433708462159,22.5037197526938,31.464633396079,34.4084089625775,27.0189561588593
"NM_001191551",992.29594972212,1881.70944557177,1381.7283928154,1827.52780528374,1870.34280146582,1916.0943075991
"NM_001191552",675.289589744338,709.663598284943,687.113576448916,906.284604539521,647.000975671324,635.695996293162
"NM_001191554",28.0682714563661,28.7930338206301,10.5017358845904,49.5181115741571,32.5651013395823,22.5157967990494
"NM_001191555",18.1618227070604,30.4867416924319,33.0054556372842,50.0339252363879,44.8538188262172,27.0189561588593
"NM_001191557",454.045567676511,1234.71303854349,649.607376861093,404.39791118895,482.946597224749,409.036975182731
"NM_001191558",130.434908532525,149.046292718556,213.035213658834,290.918905498173,240.244426863711,193.635852471825
"NM_001191560",432.581595386349,193.082697385402,312.051580570687,331.668184814406,410.443164053604,344.491691025456
"NM_001191561",104.01771186771,62.6671912566656,229.537941477476,221.284061097015,192.318428665835,198.889538391603
"NM_001191564",463.952016425817,479.319327719901,529.58753818006,777.33118898182,722.576588214128,610.928619814207
"NM_001191565",472.207390383571,316.723372026931,171.028270120473,120.184583299777,276.496143449284,82.5579215965145
"NM_001191566",564.667578710425,650.38382277188,591.09770550409,814.985586324669,668.506231272935,642.450735332876
"NM_001191567",2019.26447006681,2676.0584374468,2262.37395913748,2678.10453430233,1948.99059338028,2161.51649270874
"NM_001191568",113.924160617015,103.316180179908,94.5156229613138,171.250135860627,90.9365094010978,117.082143355057
"NM_001191569",298.844537270722,165.983371436574,102.016862878878,121.73202428647,119.200559620358,115.58109023512
"NM_001191570",955.972304307999,623.284496823052,765.126471591588,871.725089170057,1072.80503658322,830.832901884923
"NM_001191571",2113.37573318521,3072.38607944841,2590.92826752681,2094.20346865706,2350.83165519324,2162.26701926871
"NM_001191572",1086.40721284052,857.016183131697,832.637630849669,765.467474750512,718.889972968138,706.245492930183
"NM_001191574",856.907816814943,970.494610542415,909.150278008828,947.033883855754,865.740146933424,859.352911163719
"NM_001191575",69.3451412451399,57.5860676412603,72.0119032086201,77.3720493346205,79.8766636631264,62.29370447737
"NM_001191576",97.413412701506,160.902247821168,118.519590697521,135.658993166701,156.681147954594,120.834776154898
"NM_001191577",1385.25175011125,1065.34225136331,1092.1805319974,723.686568109817,782.791303898639,854.849751803909
"NM_001191578",317.006359977782,267.60584374468,328.554308389329,251.201253506401,283.869373941265,279.195880308213
"NM_001191580",2053.93704068938,2823.41102229355,2386.89454176905,2329.41449863431,2194.76494311298,2148.00701462931
"NM_001191582",508.531035797692,740.150339977374,907.650030025315,951.160393153601,864.511275184761,1101.02246347352
"NM_001191584",57.7876177042832,230.344270565041,114.018846746982,67.0557760900044,66.9735103021599,46.5326467180354
"NM_001191585",250.963368315744,127.028090385133,78.0128951426717,245.011489559631,231.027888748735,131.342147994455
"NM_001191586",1560.26567801565,777.411913157013,871.644078421005,799.511176457745,994.157244668758,808.317105085874
"NM_001191587",333.517107893292,296.39887756531,277.54587694989,388.923501322025,280.797194569606,259.682189749036
"NM_001191588",493.671362673734,569.085844925395,430.571171268207,403.882097526719,348.999576620429,455.569621900766
"NM_001191589",3.3021495831019,5.08112361540532,4.50074395053875,4.12650929784642,2.45774349732697,5.25368591977819
"NM_001191590",7348.93389719327,8473.62048262427,8318.87506857913,9212.43200744214,9278.59613828363,8475.69644172216
"NM_001191591",1084.75613804897,1302.46135341556,1569.25939075451,3021.63643334804,3027.93998870682,2540.53240549274
"NM_001191592",269.125191022805,401.40876561702,274.545380982864,241.916607586247,255.605323722005,253.67797726929
"NM_001191593",488.718138299081,404.796181360624,340.556292257432,312.583079311867,282.026066318269,272.441141268498
"NM_001191594",1063.29216575881,1888.48427705898,2079.3437051489,1893.55195404928,2461.43011257296,2607.32926932992
"NM_001191595",3.3021495831019,10.1622472308106,24.0039677362067,25.7906831115402,28.2640502192601,3.00210623987325
"NM_001191596",1565.2189023903,2405.06517795852,1680.27774153447,1270.44905007447,1467.88730377853,1059.74350267526
"NM_001191597",3932.86015347436,3519.52495760408,3188.02696496495,3092.81871873589,2941.91896630038,2585.56399909084
"NM_001191599",394.606875180677,592.79775513062,634.604897025964,539.54109069342,716.432229470811,536.626490377344
"NM_001191600",211.337573318521,357.372360950174,336.055548306894,469.390432630031,488.476520093735,495.347529579087
"NM_001191601",3080.90556103407,2669.28360595959,3306.54655566247,4349.34079993013,4647.5929534453,4059.59816286861
"NM_001191602",563.016503918874,611.42854172044,588.097209537064,565.847587467191,454.068111131157,478.835945259784
"NM_001191603",37.9747202056718,50.8112361540532,87.0143830437492,140.817129789009,95.8519963957517,124.58740895474
"NM_001191604",7684.10207987812,7413.35935487636,7012.15907493938,6138.69839420879,5275.54641701234,5165.12378570193
"NM_001191605",1117.77763387999,1207.61371259466,951.15722154719,538.509463368958,623.652412446718,552.387548136679
